([<Response [302]>], '--> ', 200, '= ', 'www.playartifact.com', 'https://store.steampowered.com/app/583950/Artifact/')
([<Response [302]>], '--> ', 200, '= ', 'playartifact.com', 'https://store.steampowered.com/app/583950/Artifact/')
